,age,job,marital,education,default,housing,loan,contact,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,duration,y_pred,y_proba
3780,33,Service,single,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,326,0,0.267762711713
23497,32,Service,married,Degree,no,yes,no,1,6,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,192,0,0.29440424369
17887,26,Service,single,Mid,no,no,yes,1,12,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,125,0,0.212828587422
35679,25,Student,single,Mid,no,yes,no,1,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,432,1,0.667985418915
39472,74,Retired,divorced,Basic,no,yes,no,1,2,0,nonexistent,-1.8,93.749,-34.6,0.643,5008.7,1,142,1,0.870185401441
25973,39,Unemployed,married,Mid,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,292,0,0.426269000657
34316,26,Professional,single,Degree,no,yes,yes,1,1,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,161,0,0.335333043371
35454,57,Unskilled,divorced,Mid,no,yes,no,0,6,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,73,0,0.175630894094
28588,27,Service,single,Degree,no,no,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0,72,1,0.700454894216
28417,33,Professional,married,Degree,no,yes,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1,233,1,0.654206552331
1398,42,Service,married,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,193,0,0.325801172355
28821,41,Unskilled,married,Mid,no,no,yes,0,2,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,55,0,0.277645462896
8568,34,Service,married,Mid,no,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,638,0,0.319483607697
1323,49,Service,married,Degree,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,63,0,0.313971265533
29514,33,Service,married,Mid,no,yes,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,59,1,0.659321315177
17060,32,Professional,divorced,Degree,no,no,no,1,16,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,123,0,0.165641392719
35469,25,Student,single,Mid,no,yes,no,0,7,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,21,0,0.313759857691
12179,37,Service,divorced,Mid,no,no,no,0,3,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0,125,0,0.119540320598
29494,38,Service,single,Degree,no,yes,no,1,1,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,285,1,0.505988343808
31012,46,Unskilled,married,Mid,no,yes,yes,0,3,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,328,0,0.21902726188
36508,33,Unskilled,married,Degree,no,yes,no,1,1,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,90,1,0.868138406689
21893,30,Unskilled,single,Mid,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,219,0,0.275871430753
4520,55,Service,married,Mid,unknown,yes,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,73,0,0.173364659369
7401,52,Professional,married,Degree,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,135,0,0.259929613072
1467,38,Service,single,Degree,no,no,no,0,9,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,335,0,0.217023707396
18496,48,Service,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,38,0,0.469867552827
33984,33,Unskilled,single,Basic,unknown,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,163,0,0.463544184497
35576,43,Service,divorced,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,55,1,0.534515388372
39867,29,Service,married,Mid,no,yes,no,1,2,1,success,-1.7,94.055,-39.8,0.723,4991.6,1,379,1,0.968847856047
24483,47,Professional,married,Degree,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,135,0,0.483760886972
23153,29,Service,married,Degree,no,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,124,0,0.353499902294
9366,37,Service,married,Degree,no,no,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,155,0,0.344591036602
13577,37,Service,married,Degree,unknown,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,793,0,0.367280925287
470,42,Service,single,Degree,unknown,unknown,unknown,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,529,0,0.160726038957
39329,39,Service,divorced,Mid,no,no,no,1,1,1,success,-1.8,93.369,-34.8,0.639,5008.7,1,174,1,0.929448522442
38277,26,Student,single,Mid,no,yes,no,0,3,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,1,1003,1,0.745426853608
4811,43,Service,married,Mid,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,140,0,0.262850324908
12030,34,Service,single,Degree,no,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,0,406,0,0.346840810601
17925,59,Unskilled,divorced,unknown,no,unknown,unknown,1,4,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,246,0,0.168433860627
262,42,Service,married,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,361,0,0.279347203624
21861,59,Retired,married,Mid,unknown,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,80,0,0.272826252049
10421,34,Service,married,Degree,no,yes,no,0,14,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,14,0,0.203973607516
22252,29,Service,divorced,Mid,no,yes,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,119,0,0.243992058909
39451,48,Service,married,Degree,no,no,no,0,1,2,success,-1.8,93.749,-34.6,0.644,5008.7,1,185,1,0.924385947473
4029,51,Unskilled,married,Basic,no,yes,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,387,0,0.216801126288
28431,45,Service,married,Degree,no,yes,yes,1,5,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1,317,1,0.610473160766
19272,46,Unskilled,married,Basic,no,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,131,0,0.282854889583
5053,39,Service,married,Mid,no,yes,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,433,0,0.24989900456
35286,32,Unskilled,married,Mid,no,no,no,1,8,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,122,0,0.458710802549
34834,31,Service,single,Degree,no,yes,no,1,3,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,165,0,0.411075771428
29519,40,Professional,married,Degree,unknown,no,no,1,7,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,28,0,0.469332199269
20163,34,Service,married,Degree,no,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,126,0,0.354895436047
22235,51,Service,married,Degree,unknown,no,yes,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,58,0,0.245594443811
24320,46,Service,married,Degree,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,78,1,0.539807907239
15411,37,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,223,0,0.369270119081
29400,36,Service,single,Degree,unknown,yes,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,415,1,0.590266153108
6316,30,Unskilled,divorced,Mid,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,29,0,0.187474974046
29242,36,Service,married,Degree,no,yes,no,1,4,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,17,1,0.667281750492
39023,55,Service,married,Degree,no,yes,no,1,1,2,success,-3.0,92.713,-33.0,0.714,5023.5,1,798,1,0.970256815116
31617,47,Service,divorced,Degree,unknown,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,101,0,0.491663419384
9313,46,Service,married,Degree,no,no,yes,0,3,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,197,0,0.30346124826
5576,32,Service,single,Degree,unknown,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,258,0,0.228324961505
8565,50,Service,single,Degree,no,no,no,0,6,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,178,0,0.293574486361
13610,32,Service,single,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,100,0,0.447577949125
28897,42,Unskilled,married,Basic,unknown,no,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,557,1,0.539213388634
3930,40,Unskilled,married,Basic,unknown,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,153,0,0.181240269096
14945,27,Service,married,Mid,no,yes,no,0,6,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,202,0,0.126179357289
5478,32,Professional,married,Degree,no,no,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,159,0,0.247365652884
24668,39,Unskilled,married,Mid,no,yes,no,1,4,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,57,0,0.225999970057
15670,46,Unskilled,married,Mid,no,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,76,0,0.348000946914
35232,46,Unskilled,married,Basic,unknown,yes,no,1,3,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,124,0,0.441562913401
15837,24,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,46,0,0.365682496867
15750,34,Unskilled,married,Basic,no,yes,yes,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,218,0,0.33015673515
12033,38,Unskilled,married,Mid,unknown,no,no,0,5,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,0,113,0,0.174212540142
22197,30,Service,single,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,151,0,0.352199836471
10178,49,Service,married,Degree,no,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,320,0,0.356964130185
18796,47,Service,married,unknown,no,yes,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,43,0,0.340961785438
1864,56,Service,married,Mid,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,49,0,0.278312074748
22970,38,Service,married,Degree,no,yes,yes,1,3,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,153,0,0.293898310263
19300,39,Service,single,Degree,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,127,0,0.359879654206
12315,31,Unemployed,single,Degree,no,no,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,538,0,0.159828636754
15239,33,Unskilled,single,Mid,no,yes,no,0,8,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,124,0,0.0946492757622
40196,72,Retired,married,Basic,no,yes,no,1,1,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,1,268,1,0.92977942365
40151,23,Unskilled,single,Mid,no,yes,no,1,5,1,failure,-1.7,94.215,-40.3,0.846,4991.6,1,268,1,0.739320473162
5260,28,Unskilled,single,Basic,unknown,unknown,unknown,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,159,0,0.111004420183
5654,47,unknown,married,unknown,unknown,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,269,0,0.0984886684887
39320,59,Unemployed,married,Mid,no,yes,no,1,2,0,nonexistent,-1.8,93.369,-34.8,0.639,5008.7,1,254,1,0.76021880334
35499,23,Unskilled,single,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,115,1,0.548232149216
23850,38,Service,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,103,0,0.370500111671
1911,48,Unskilled,married,Degree,no,no,no,0,4,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,245,0,0.256227316324
40266,52,Service,married,Degree,no,no,no,1,1,0,nonexistent,-1.7,94.215,-40.3,0.893,4991.6,1,606,1,0.930801035824
1554,47,Unskilled,married,Mid,no,yes,no,0,7,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,185,0,0.182671760305
17786,48,Service,married,Mid,unknown,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,165,0,0.3204919915
38381,65,Retired,married,unknown,no,unknown,unknown,0,3,1,failure,-3.4,92.431,-26.9,0.739,5017.5,0,208,0,0.363903373558
18003,53,Professional,single,Degree,unknown,no,no,1,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,76,0,0.255140396897
22744,57,Unskilled,married,Mid,no,yes,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,88,0,0.275038265513
14607,38,Service,single,Mid,no,no,yes,0,2,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,91,0,0.130777468353
15406,27,Service,married,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,110,0,0.403582010039
25145,54,Professional,married,Mid,no,no,yes,1,1,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,72,0,0.381885573948
17056,52,Unskilled,married,Basic,unknown,no,yes,1,12,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,114,0,0.146226552368
40694,31,Student,single,unknown,no,yes,no,0,1,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,0,69,1,0.695710855874
11014,44,Service,single,Mid,no,no,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,61,0,0.288346884229
10853,25,Unskilled,single,Mid,no,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,680,0,0.264895469453
24025,36,Service,married,Mid,no,no,no,0,1,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,1,157,0,0.444995605996
18593,44,unknown,married,unknown,no,yes,no,1,6,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,716,0,0.178821127474
26448,46,Service,married,Mid,no,yes,no,1,1,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,308,0,0.290464281424
28929,35,Service,married,Degree,no,yes,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,86,1,0.707538879657
34345,22,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,23,1,0.560465171468
13399,33,Unskilled,married,Basic,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,391,0,0.380478901283
37049,45,Service,married,Degree,no,no,no,1,1,1,success,-2.9,92.469,-33.6,1.029,5076.2,0,194,1,0.955028472625
9281,36,Unskilled,married,Basic,no,unknown,unknown,0,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,154,0,0.208308807595
8059,40,Service,single,Mid,no,yes,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,136,0,0.267567925013
31146,39,Unskilled,divorced,Mid,unknown,no,no,1,1,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,95,0,0.229087927141
32785,49,Service,married,Mid,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,165,0,0.406639487624
23204,38,Service,married,Mid,no,no,no,1,5,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,100,0,0.268504692452
30839,42,Unskilled,married,Basic,no,no,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,272,1,0.566515704894
2351,48,Service,married,Mid,no,no,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,340,0,0.242417046146
28904,25,Service,single,Degree,no,no,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,118,1,0.699643229183
9464,38,Service,married,Mid,no,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,31,0,0.323750917211
32988,39,Unskilled,married,Basic,unknown,no,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1,1232,0,0.462194037083
1786,40,Unemployed,married,Mid,no,yes,yes,0,3,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,316,0,0.177064737806
27910,58,Unemployed,married,Basic,unknown,yes,no,1,4,0,nonexistent,-1.8,92.843,-50.0,1.538,5099.1,0,439,0,0.360822300057
16773,26,Service,married,Mid,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,544,0,0.408752624022
32780,32,Unskilled,married,Mid,no,no,yes,1,1,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,49,1,0.520725607098
13968,49,Service,married,Mid,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,366,0,0.400390286786
38724,54,Service,married,Mid,no,no,no,1,3,2,failure,-3.4,92.649,-30.1,0.715,5017.5,1,293,1,0.795920781086
624,30,Unskilled,single,unknown,no,yes,yes,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,201,0,0.16529697815
6161,44,unknown,single,Mid,unknown,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,88,0,0.10940635809
20717,46,Unskilled,married,Basic,unknown,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,151,0,0.218096012208
3615,50,Unskilled,single,Mid,unknown,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,165,0,0.174893056919
9753,34,Service,married,Degree,no,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,237,0,0.357898921988
38384,35,Professional,single,Degree,no,unknown,unknown,1,2,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0,123,1,0.807160713665
4569,49,Service,single,Mid,no,no,no,0,5,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,363,0,0.224680768376
27841,56,Retired,married,Degree,no,yes,yes,1,2,0,nonexistent,-1.8,92.843,-50.0,1.629,5099.1,0,104,1,0.593960138673
7815,56,Retired,divorced,Basic,no,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,163,0,0.308404080079
28070,49,Unskilled,married,Basic,no,no,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,0,115,1,0.642297977451
35704,25,Service,single,Mid,no,no,no,1,4,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,16,1,0.546401220023
19211,31,Professional,married,Degree,no,no,yes,1,1,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,92,0,0.271958725451
37553,33,Unskilled,single,Mid,no,no,no,1,1,1,failure,-2.9,92.201,-31.4,0.869,5076.2,0,257,1,0.518531672959
16522,28,Service,married,Degree,no,no,yes,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,690,0,0.414657974433
9792,36,unknown,single,Basic,unknown,no,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,878,0,0.122865860178
38219,58,Service,married,Basic,no,yes,no,1,1,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,525,1,0.888416148578
36371,41,Service,married,Degree,no,no,no,1,2,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,160,1,0.881911530706
17053,49,Professional,married,Degree,no,yes,no,0,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,150,0,0.156712786946
3539,46,Unemployed,divorced,Mid,unknown,yes,yes,0,15,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,69,0,0.0484820390507
5959,37,Unskilled,married,Basic,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,130,0,0.23765072356
27239,52,Professional,married,Degree,no,yes,yes,1,2,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,221,0,0.40928511356
28323,42,Unskilled,married,Basic,no,yes,yes,1,1,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,110,1,0.586877057622
6803,33,Service,divorced,Degree,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,1277,0,0.248421682081
1895,52,Professional,married,Degree,no,yes,no,0,4,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,83,0,0.23623012238
19524,31,Service,divorced,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,177,0,0.300673558218
36669,50,Professional,married,Mid,no,no,no,0,1,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,227,1,0.595548643093
35497,28,Service,single,Degree,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.244,5099.1,1,442,0,0.440731843706
23679,52,Service,married,Degree,unknown,yes,no,1,9,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,31,0,0.190380664618
18508,35,Service,single,Degree,unknown,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,53,0,0.350879055212
39480,70,Retired,married,Basic,no,yes,no,0,2,1,failure,-1.8,93.749,-34.6,0.642,5008.7,0,268,1,0.534012207997
35457,36,Service,single,unknown,no,yes,no,1,6,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,222,0,0.470832363161
20834,33,Service,married,Degree,no,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,75,0,0.354583516947
40674,27,Service,single,Degree,no,yes,no,1,1,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,404,1,0.967022238551
40029,55,Service,married,Degree,no,yes,yes,1,2,1,failure,-1.7,94.215,-40.3,0.79,4991.6,0,129,1,0.815877509303
34224,27,Service,single,Mid,no,yes,yes,1,3,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,196,0,0.314388357655
32571,44,Service,married,Mid,no,yes,no,1,5,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,50,1,0.544854032426
32019,36,Unskilled,married,Basic,unknown,yes,yes,1,3,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,350,0,0.392932925631
32852,38,Unskilled,married,Mid,no,no,yes,0,1,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,159,0,0.123977472012
30571,30,Unemployed,married,Mid,no,yes,yes,0,4,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,104,0,0.192387529046
32273,40,Professional,single,Degree,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,52,1,0.587618888611
39243,39,Service,divorced,Degree,no,yes,no,1,1,1,success,-1.8,93.369,-34.8,0.65,5008.7,0,93,1,0.941509511061
5787,35,Service,married,Basic,no,no,no,0,6,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,70,0,0.224297638576
1623,33,Professional,married,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,21,0,0.271716016156
2635,31,Service,married,Mid,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,945,0,0.264212413359
15769,41,Service,divorced,Mid,no,yes,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,61,0,0.131552704412
12093,45,Service,single,Degree,unknown,yes,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,293,0,0.247008944721
21102,35,Service,single,Degree,no,yes,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,773,0,0.339347311002
30269,37,Professional,single,Degree,no,yes,no,1,2,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0,270,0,0.427122350547
32768,27,unknown,single,Mid,unknown,yes,yes,1,1,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,154,0,0.150168312339
33902,35,Service,married,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,43,1,0.603013960344
39490,57,Unskilled,married,Basic,no,no,no,1,2,1,success,-1.8,93.749,-34.6,0.642,5008.7,1,224,1,0.963176971716
26528,32,Unskilled,married,Basic,no,no,no,1,4,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,322,0,0.404101790994
5020,30,Service,married,Degree,no,no,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,700,0,0.295817344752
21046,31,Service,single,Mid,no,yes,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,170,0,0.277958015961
1487,52,Professional,single,Degree,unknown,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,169,0,0.181783477897
12593,33,Service,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,209,0,0.465027489728
16947,56,Professional,divorced,Degree,unknown,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,245,0,0.246802190149
32257,51,Unskilled,married,Degree,no,yes,no,1,3,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,99,1,0.593882608421
7390,49,Professional,married,Degree,unknown,no,no,0,17,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,379,0,0.0846360042165
17000,43,Unskilled,married,Mid,unknown,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,732,0,0.269073933018
30385,41,Professional,married,Mid,no,yes,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,243,1,0.587513734517
35635,35,Service,divorced,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,163,1,0.532085849332
24463,42,Service,married,Degree,no,no,no,1,1,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,62,0,0.345488875126
32521,29,Unskilled,single,Basic,unknown,yes,no,1,2,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,340,0,0.259833909805
9994,59,Retired,married,Degree,unknown,yes,no,0,8,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,59,0,0.233781507984
35155,36,Service,married,Mid,no,yes,yes,1,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,659,1,0.553764247051
3018,39,Unskilled,divorced,unknown,no,no,no,0,10,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,302,0,0.106482581881
25125,31,Unskilled,married,Mid,no,yes,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,60,0,0.424382413103
5726,31,Professional,single,Mid,no,no,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,114,0,0.200642089713
3318,31,Professional,married,Mid,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,168,0,0.226119123728
26404,49,Service,married,Degree,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,91,1,0.53664459021
26812,39,Service,single,Degree,unknown,yes,no,1,3,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,43,0,0.389860879334
39420,71,Retired,married,Degree,no,no,no,1,1,0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,1,559,1,0.921167564996
24377,36,Professional,married,Mid,no,no,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,77,0,0.410458052104
